CBSA Code,County/County Equivalent,ST,State Name,County_ST,CBSA Title,Metropolitan/Micropolitan Statistical Area,2012 pop estimate,,
45300,Hillsborough County,FL,Florida,Hillsborough County FL,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,"1,277,746",,
45340,Taos County,NM,New Mexico,Taos County NM,"Taos, NM",Micropolitan Statistical Area,"32,779",,
45380,Christian County,IL,Illinois,Christian County IL,"Taylorville, IL",Micropolitan Statistical Area,"34,638",,
45460,Vermillion County,IN,Indiana,Vermillion County IN,"Terre Haute, IN",Metropolitan Statistical Area,"16,040",,
45460,Sullivan County,IN,Indiana,Sullivan County IN,"Terre Haute, IN",Metropolitan Statistical Area,"21,188",,
45460,Clay County,IN,Indiana,Clay County IN,"Terre Haute, IN",Metropolitan Statistical Area,"26,837",,
45460,Vigo County,IN,Indiana,Vigo County IN,"Terre Haute, IN",Metropolitan Statistical Area,"108,428",,
45500,Little River County,AR,Arkansas,Little River County AR,"Texarkana, TX-AR",Metropolitan Statistical Area,"12,919",,
45500,Miller County,AR,Arkansas,Miller County AR,"Texarkana, TX-AR",Metropolitan Statistical Area,"43,634",,
45500,Bowie County,TX,Texas,Bowie County TX,"Texarkana, TX-AR",Metropolitan Statistical Area,"93,148",,
45520,Wasco County,OR,Oregon,Wasco County OR,"The Dalles, OR",Micropolitan Statistical Area,"25,487",,
45540,Sumter County,FL,Florida,Sumter County FL,"The Villages, FL",Metropolitan Statistical Area,"101,620",,
45580,Upson County,GA,Georgia,Upson County GA,"Thomaston, GA",Micropolitan Statistical Area,"26,630",,
45620,Thomas County,GA,Georgia,Thomas County GA,"Thomasville, GA",Micropolitan Statistical Area,"44,724",,
45660,Seneca County,OH,Ohio,Seneca County OH,"Tiffin, OH",Micropolitan Statistical Area,"56,018",,
45700,Tift County,GA,Georgia,Tift County GA,"Tifton, GA",Micropolitan Statistical Area,"41,064",,
45740,Stephens County,GA,Georgia,Stephens County GA,"Toccoa, GA",Micropolitan Statistical Area,"25,891",,
45780,Fulton County,OH,Ohio,Fulton County OH,"Toledo, OH",Metropolitan Statistical Area,"42,513",,
45780,Wood County,OH,Ohio,Wood County OH,"Toledo, OH",Metropolitan Statistical Area,"128,200",,
45780,Lucas County,OH,Ohio,Lucas County OH,"Toledo, OH",Metropolitan Statistical Area,"437,998",,
45820,Wabaunsee County,KS,Kansas,Wabaunsee County KS,"Topeka, KS",Metropolitan Statistical Area,"7,039",,
45820,Jackson County,KS,Kansas,Jackson County KS,"Topeka, KS",Metropolitan Statistical Area,"13,449",,
45820,Osage County,KS,Kansas,Osage County KS,"Topeka, KS",Metropolitan Statistical Area,"16,142",,
45820,Jefferson County,KS,Kansas,Jefferson County KS,"Topeka, KS",Metropolitan Statistical Area,"18,945",,
45820,Shawnee County,KS,Kansas,Shawnee County KS,"Topeka, KS",Metropolitan Statistical Area,"178,991",,
45860,Litchfield County,CN,Connecticut,Litchfield County CN,"Torrington, CT",Micropolitan Statistical Area,"187,530",,
45900,Kalkaska County,MI,Michigan,Kalkaska County MI,"Traverse City, MI",Micropolitan Statistical Area,"17,099",,
45900,Benzie County,MI,Michigan,Benzie County MI,"Traverse City, MI",Micropolitan Statistical Area,"17,465",,
45900,Leelanau County,MI,Michigan,Leelanau County MI,"Traverse City, MI",Micropolitan Statistical Area,"21,607",,
45900,Grand Traverse County,MI,Michigan,Grand Traverse County MI,"Traverse City, MI",Micropolitan Statistical Area,"89,112",,
45940,Mercer County,NJ,New Jersey,Mercer County NJ,"Trenton, NJ",Metropolitan Statistical Area,"368,303",,
45980,Pike County,AL,Alabama,Pike County AL,"Troy, AL",Micropolitan Statistical Area,"33,182",,
46020,Nevada County,CA,California,Nevada County CA,"Truckee-Grass Valley, CA",Micropolitan Statistical Area,"98,292",,
46060,Pima County,AZ,Arizona,Pima County AZ,"Tucson, AZ",Metropolitan Statistical Area,"992,394",,
46100,Moore County,TN,Tennessee,Moore County TN,"Tullahoma-Manchester, TN",Micropolitan Statistical Area,"6,339",,
46100,Franklin County,TN,Tennessee,Franklin County TN,"Tullahoma-Manchester, TN",Micropolitan Statistical Area,"40,772",,
46100,Coffee County,TN,Tennessee,Coffee County TN,"Tullahoma-Manchester, TN",Micropolitan Statistical Area,"53,222",,
46140,Pawnee County,OK,Oklahoma,Pawnee County OK,"Tulsa, OK",Metropolitan Statistical Area,"16,474",,
46140,Okmulgee County,OK,Oklahoma,Okmulgee County OK,"Tulsa, OK",Metropolitan Statistical Area,"39,625",,
46140,Osage County,OK,Oklahoma,Osage County OK,"Tulsa, OK",Metropolitan Statistical Area,"47,917",,
46140,Creek County,OK,Oklahoma,Creek County OK,"Tulsa, OK",Metropolitan Statistical Area,"70,651",,
46140,Wagoner County,OK,Oklahoma,Wagoner County OK,"Tulsa, OK",Metropolitan Statistical Area,"75,030",,
46140,Rogers County,OK,Oklahoma,Rogers County OK,"Tulsa, OK",Metropolitan Statistical Area,"88,367",,
46140,Tulsa County,OK,Oklahoma,Tulsa County OK,"Tulsa, OK",Metropolitan Statistical Area,"613,816",,
46180,Itawamba County,MS,Mississippi,Itawamba County MS,"Tupelo, MS",Micropolitan Statistical Area,"23,340",,
46180,Pontotoc County,MS,Mississippi,Pontotoc County MS,"Tupelo, MS",Micropolitan Statistical Area,"30,594",,
46180,Lee County,MS,Mississippi,Lee County MS,"Tupelo, MS",Micropolitan Statistical Area,"85,042",,
46220,Hale County,AL,Alabama,Hale County AL,"Tuscaloosa, AL",Metropolitan Statistical Area,"15,388",,
46220,Pickens County,AL,Alabama,Pickens County AL,"Tuscaloosa, AL",Metropolitan Statistical Area,"19,405",,
46220,Tuscaloosa County,AL,Alabama,Tuscaloosa County AL,"Tuscaloosa, AL",Metropolitan Statistical Area,"198,596",,
46300,Jerome County,ID,Idaho,Jerome County ID,"Twin Falls, ID",Micropolitan Statistical Area,"22,499",,
46300,Twin Falls County,ID,Idaho,Twin Falls County ID,"Twin Falls, ID",Micropolitan Statistical Area,"78,595",,
46340,Smith County,TX,Texas,Smith County TX,"Tyler, TX",Metropolitan Statistical Area,"214,821",,
46380,Mendocino County,CA,California,Mendocino County CA,"Ukiah, CA",Micropolitan Statistical Area,"87,428",,
46460,Fulton County,KY,Kentucky,Fulton County KY,"Union City, TN-KY",Micropolitan Statistical Area,"6,525",,
46460,Obion County,TN,Tennessee,Obion County TN,"Union City, TN-KY",Micropolitan Statistical Area,"31,340",,
46520,Honolulu County,HI,Hawaii,Honolulu County HI,"Urban Honolulu, HI",Metropolitan Statistical Area,"976,372",,
46500,Champaign County,OH,Ohio,Champaign County OH,"Urbana, OH",Micropolitan Statistical Area,"39,565",,
46540,Herkimer County,NY,New York,Herkimer County NY,"Utica-Rome, NY",Metropolitan Statistical Area,"64,508",,
46540,Oneida County,NY,New York,Oneida County NY,"Utica-Rome, NY",Metropolitan Statistical Area,"233,556",,
46620,Uvalde County,TX,Texas,Uvalde County TX,"Uvalde, TX",Micropolitan Statistical Area,"26,752",,
46660,Echols County,GA,Georgia,Echols County GA,"Valdosta, GA",Metropolitan Statistical Area,"3,988",,
46660,Lanier County,GA,Georgia,Lanier County GA,"Valdosta, GA",Metropolitan Statistical Area,"10,400",,
46660,Brooks County,GA,Georgia,Brooks County GA,"Valdosta, GA",Metropolitan Statistical Area,"15,403",,
46660,Lowndes County,GA,Georgia,Lowndes County GA,"Valdosta, GA",Metropolitan Statistical Area,"114,552",,
46700,Solano County,CA,California,Solano County CA,"Vallejo-Fairfield, CA",Metropolitan Statistical Area,"420,757",,
46740,Chambers County,AL,Alabama,Chambers County AL,"Valley, AL",Micropolitan Statistical Area,"34,064",,
46780,Van Wert County,OH,Ohio,Van Wert County OH,"Van Wert, OH",Micropolitan Statistical Area,"28,744",,
46820,Clay County,SD,South Dakota,Clay County SD,"Vermillion, SD",Micropolitan Statistical Area,"14,131",,
46860,Uintah County,UT,Utah,Uintah County UT,"Vernal, UT",Micropolitan Statistical Area,"34,524",,
46900,Wilbarger County,TX,Texas,Wilbarger County TX,"Vernon, TX",Micropolitan Statistical Area,"13,258",,
46980,Claiborne County,MS,Mississippi,Claiborne County MS,"Vicksburg, MS",Micropolitan Statistical Area,"9,349",,
46980,Warren County,MS,Mississippi,Warren County MS,"Vicksburg, MS",Micropolitan Statistical Area,"48,084",,
47020,Goliad County,TX,Texas,Goliad County TX,"Victoria, TX",Metropolitan Statistical Area,"7,351",,
47020,Victoria County,TX,Texas,Victoria County TX,"Victoria, TX",Metropolitan Statistical Area,"89,269",,
47080,Montgomery County,GA,Georgia,Montgomery County GA,"Vidalia, GA",Micropolitan Statistical Area,"8,913",,
47080,Toombs County,GA,Georgia,Toombs County GA,"Vidalia, GA",Micropolitan Statistical Area,"27,315",,
47180,Knox County,IN,Indiana,Knox County IN,"Vincennes, IN",Micropolitan Statistical Area,"38,122",,
47220,Cumberland County,NJ,New Jersey,Cumberland County NJ,"Vineland-Bridgeton, NJ",Metropolitan Statistical Area,"157,785",,
47240,Dukes County,MA,Massachusetts,Dukes County MA,"Vineyard Haven, MA",Micropolitan Statistical Area,"17,041",,
47260,Mathews County,VA,Virginia,Mathews County VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"8,884",,
47260,Gates County,NC,North Carolina,Gates County NC,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"11,869",,
47260,Poquoson city,VA,Virginia,Poquoson city VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"12,097",,
47260,Williamsburg city,VA,Virginia,Williamsburg city VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"15,167",,
47260,Currituck County,NC,North Carolina,Currituck County NC,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"24,077",,
47260,Isle of Wight County,VA,Virginia,Isle of Wight County VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"35,399",,
47260,Gloucester County,VA,Virginia,Gloucester County VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"36,886",,
47260,York County,VA,Virginia,York County VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"66,146",,
47260,James City County,VA,Virginia,James City County VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"68,967",,
47260,Suffolk city,VA,Virginia,Suffolk city VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"85,181",,
47260,Portsmouth city,VA,Virginia,Portsmouth city VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"96,470",,
47260,Hampton city,VA,Virginia,Hampton city VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"136,836",,
47260,Newport News city,VA,Virginia,Newport News city VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"180,726",,
47260,Chesapeake city,VA,Virginia,Chesapeake city VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"228,417",,
47260,Norfolk city,VA,Virginia,Norfolk city VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"245,782",,
47260,Virginia Beach city,VA,Virginia,Virginia Beach city VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"447,021",,
47300,Tulare County,CA,California,Tulare County CA,"Visalia-Porterville, CA",Metropolitan Statistical Area,"451,977",,
47340,Wabash County,IN,Indiana,Wabash County IN,"Wabash, IN",Micropolitan Statistical Area,"32,361",,
47380,Falls County,TX,Texas,Falls County TX,"Waco, TX",Metropolitan Statistical Area,"17,610",,
47380,McLennan County,TX,Texas,McLennan County TX,"Waco, TX",Metropolitan Statistical Area,"238,707",,
47420,Wilkin County,MN,Minnesota,Wilkin County MN,"Wahpeton, ND-MN",Micropolitan Statistical Area,"6,585",,
47420,Richland County,ND,North Dakota,Richland County ND,"Wahpeton, ND-MN",Micropolitan Statistical Area,"16,217",,
47460,Columbia County,WA,Washington,Columbia County WA,"Walla Walla, WA",Metropolitan Statistical Area,"3,995",,
47460,Walla Walla County,WA,Washington,Walla Walla County WA,"Walla Walla, WA",Metropolitan Statistical Area,"59,404",,
47540,Auglaize County,OH,Ohio,Auglaize County OH,"Wapakoneta, OH",Micropolitan Statistical Area,"45,831",,
47580,Pulaski County,GA,Georgia,Pulaski County GA,"Warner Robins, GA",Metropolitan Statistical Area,"11,720",,
47580,Peach County,GA,Georgia,Peach County GA,"Warner Robins, GA",Metropolitan Statistical Area,"27,622",,
47580,Houston County,GA,Georgia,Houston County GA,"Warner Robins, GA",Metropolitan Statistical Area,"146,136",,
47620,Warren County,PA,Pennsylvania,Warren County PA,"Warren, PA",Micropolitan Statistical Area,"41,146",,
47660,Johnson County,MO,Missouri,Johnson County MO,"Warrensburg, MO",Micropolitan Statistical Area,"54,397",,
47700,Kosciusko County,IN,Indiana,Kosciusko County IN,"Warsaw, IN",Micropolitan Statistical Area,"77,609",,
47920,Fayette County,OH,Ohio,Fayette County OH,"Washington Court House, OH",Micropolitan Statistical Area,"28,880",,
47780,Daviess County,IN,Indiana,Daviess County IN,"Washington, IN",Micropolitan Statistical Area,"32,064",,
47820,Beaufort County,NC,North Carolina,Beaufort County NC,"Washington, NC",Micropolitan Statistical Area,"47,507",,
47900,Rappahannock County,VA,Virginia,Rappahannock County VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"7,456",,
47900,Falls Church city,VA,Virginia,Falls Church city VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"13,229",,
47900,Clarke County,VA,Virginia,Clarke County VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"14,323",,
47900,Manassas Park city,VA,Virginia,Manassas Park city VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"15,798",,
47900,Fairfax city,VA,Virginia,Fairfax city VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"23,461",,
47900,Fredericksburg city,VA,Virginia,Fredericksburg city VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"27,307",,
47900,Warren County,VA,Virginia,Warren County VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"38,070",,
47900,Manassas city,VA,Virginia,Manassas city VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"40,605",,
47900,Culpeper County,VA,Virginia,Culpeper County VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"47,911",,
47900,Jefferson County,WV,West Virginia,Jefferson County WV,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"54,504",,
47900,Fauquier County,VA,Virginia,Fauquier County VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"66,542",,
47900,Calvert County,MD,Maryland,Calvert County MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"89,628",,
47900,Spotsylvania County,VA,Virginia,Spotsylvania County VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"125,684",,
47900,Stafford County,VA,Virginia,Stafford County VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"134,352",,
47900,Alexandria city,VA,Virginia,Alexandria city VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"146,294",,
47900,Charles County,MD,Maryland,Charles County MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"150,592",,
47900,Arlington County,VA,Virginia,Arlington County VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"221,045",,
47900,Frederick County,MD,Maryland,Frederick County MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"239,582",,
47900,Loudoun County,VA,Virginia,Loudoun County VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"336,898",,
47900,Prince William County,VA,Virginia,Prince William County VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"430,289",,
47900,District of Columbia,DC,District of Columbia,District of Columbia DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"632,323",,
47900,Prince George's County,MD,Maryland,Prince George's County MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"881,138",,
47900,Montgomery County,MD,Maryland,Montgomery County MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"1,004,709",,
47900,Fairfax County,VA,Virginia,Fairfax County VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"1,118,602",,
47940,Grundy County,IA,Iowa,Grundy County IA,"Waterloo-Cedar Falls, IA",Metropolitan Statistical Area,"12,448",,
47940,Bremer County,IA,Iowa,Bremer County IA,"Waterloo-Cedar Falls, IA",Metropolitan Statistical Area,"24,479",,
47940,Black Hawk County,IA,Iowa,Black Hawk County IA,"Waterloo-Cedar Falls, IA",Metropolitan Statistical Area,"131,820",,
47980,Codington County,SD,South Dakota,Codington County SD,"Watertown, SD",Micropolitan Statistical Area,"27,606",,
48020,Jefferson County,WI,Wisconsin,Jefferson County WI,"Watertown-Fort Atkinson, WI",Micropolitan Statistical Area,"84,498",,
48060,Jefferson County,NY,New York,Jefferson County NY,"Watertown-Fort Drum, NY",Metropolitan Statistical Area,"120,262",,
48100,Hardee County,FL,Florida,Hardee County FL,"Wauchula, FL",Micropolitan Statistical Area,"27,514",,
48140,Marathon County,WI,Wisconsin,Marathon County WI,"Wausau, WI",Metropolitan Statistical Area,"134,735",,
48180,Pierce County,GA,Georgia,Pierce County GA,"Waycross, GA",Micropolitan Statistical Area,"18,844",,
48180,Ware County,GA,Georgia,Ware County GA,"Waycross, GA",Micropolitan Statistical Area,"35,821",,
