storenum,opendate,date_super,conversion,st,county,streetaddr,strcity,strstate,zipcode,type_store,latitude,longitude
2864,Wed Jun 14 00:00:00 -0400 2000,Wed Jun 14 00:00:00 -0400 2000,1,48,029,6703 EAST LESLIE ROAD,San Antonio,TX,78254,Supercenter,29.494349,-98.705473
2865,Wed Apr 19 00:00:00 -0400 2000,,,53,063,2301 WEST WELLESLEY AVE,Spokane,WA,99205,Wal-Mart,47.700739,-117.444383
2866,Wed Jul 16 00:00:00 -0400 2003,,,26,065,5110 TIMES SQUARE,Lansing (E),MI,48864,Wal-Mart,42.719534,-84.425136
2867,Wed Aug 25 00:00:00 -0400 2004,,,26,065,3225 TOWNE CENTRE BLVD,Lansing (N),MI,48912,Wal-Mart,42.721958,-84.555467
2869,Wed Jan 24 00:00:00 -0500 2001,,,26,045,409 N. MARKETPLACE BLVD.,Lansing (W),MI,48917,Wal-Mart,42.739202,-84.620815
2871,Wed Jan 22 00:00:00 -0500 2003,,,34,005,2501 ROUTE 130 SOUTH,Cinnaminson,NJ,08077,Wal-Mart,40.006226,-74.975869
2872,Wed Jan 24 00:00:00 -0500 2001,,,26,163,10562 BELLEVILLE ROAD,Van Buren Township,MI,48111,Wal-Mart,42.220707,-83.48514
2873,Wed Jan 24 00:00:00 -0500 2001,,,26,125,2001 WEST MAPLE ROAD,Troy,MI,48084,Wal-Mart,42.547766,-83.172376
2874,Wed Apr 17 00:00:00 -0400 2002,Wed Apr 17 00:00:00 -0400 2002,0,36,093,200 DUTCH MEADOWS LANE,Glenville,NY,12302,Supercenter,42.851187,-74.009571
2881,Wed Jul 18 00:00:00 -0400 2001,Wed Jul 18 00:00:00 -0400 2001,0,12,097,1471 EAST OSCEOLA PARKWAY,Kissimmee (E),FL,34744,Supercenter,28.340685,-81.380813
2882,Wed Jan 24 00:00:00 -0500 2001,Wed Nov 16 00:00:00 -0500 2005,1,27,053,9451 DUNKIRK LANE NO.,Maple Grove,MN,55311,Supercenter,45.125351,-93.491633
2883,Wed Jul 12 00:00:00 -0400 2000,Wed Jul 12 00:00:00 -0400 2000,1,48,085,8801 OHIO DRIVE,Plano,TX,75024,Supercenter,33.099596,-96.797302
2884,Wed Jan 24 00:00:00 -0500 2001,Wed Jan 24 00:00:00 -0500 2001,1,32,003,8060 WEST TROPICAL PKWY,Las Vegas,NV,89149,Supercenter,36.27023,-115.271121
2885,Wed Jan 26 00:00:00 -0500 2000,,,44,005,199 CONNELL HIGHWAY,Newport,RI,02840,Wal-Mart,41.50842,-71.317697
2886,Wed Sep 18 00:00:00 -0400 2002,,,06,037,8500 WASHINGTON BLVD,Pico Rivera,CA,90660,Wal-Mart,33.981355,-118.093781
2888,Wed Mar 14 00:00:00 -0500 2001,Wed Mar 14 00:00:00 -0500 2001,0,42,075,100 NO LONDONDERRY SQUARE,Palmyra,PA,17078,Supercenter,40.319316,-76.565989
2889,Wed May 17 00:00:00 -0400 2000,Wed May 17 00:00:00 -0400 2000,1,19,045,2715 S. 25TH ST.,Clinton,IA,52732,Supercenter,41.815547,-90.244317
2890,Wed Mar 17 00:00:00 -0500 2004,Wed Mar 17 00:00:00 -0500 2004,0,13,021,5955 ZEBULON ROAD,Macon,GA,31201,Supercenter,32.87994,-83.764825
2891,Wed Jun 14 00:00:00 -0400 2000,Wed Jun 14 00:00:00 -0400 2000,1,48,135,2450 WEST LOOP 338,Odessa,TX,79763,Supercenter,31.8437,-102.40865
2892,Wed Aug 16 00:00:00 -0400 2000,Wed Aug 16 00:00:00 -0400 2000,1,08,035,11101 SO. PARKER ROAD,Parker,CO,80134,Supercenter,,
2893,Wed Jul 19 00:00:00 -0400 2000,Wed Jul 19 00:00:00 -0400 2000,1,20,125,121 SO. PETER PAN ROAD,Independence,KS,67301,Supercenter,37.228998,-95.710019
2894,Wed Feb 28 00:00:00 -0500 2001,Wed Feb 28 00:00:00 -0500 2001,1,24,023,13164 GARRETT HWY,Oakland,MD,21550,Supercenter,39.425051,-79.392994
2896,Wed Oct 11 00:00:00 -0400 2000,,,09,009,656 NEW HAVEN AVENUE,Derby,CT,06418,Wal-Mart,41.312167,-73.056555
2897,Wed Apr 19 00:00:00 -0400 2000,,,09,003,235 QUEEN STREET,Southington,CT,06489,Wal-Mart,41.624127,-72.873145
2898,Wed Aug 22 00:00:00 -0400 2001,,,09,007,665 BOSTON POST ROAD,Old Saybrook,CT,06475,Wal-Mart,41.295476,-72.379147
2899,Wed Jan 24 00:00:00 -0500 2001,,,09,003,255 W. MAIN STREET,Avon,CT,06001,Wal-Mart,41.809559,-72.830472
2900,Wed Jul 19 00:00:00 -0400 2000,,,09,003,80 TOWN LINE ROAD,Rockyhill,CT,06067,Wal-Mart,41.6822,-72.658141
2901,Wed Jan 24 00:00:00 -0500 2001,,,25,015,180 NORTH KING STREET,Northampton,MA,01060,Wal-Mart,42.34252,-72.641443
2902,Wed Jun 19 00:00:00 -0400 2002,,,25,017,121 WORCESTER ROAD,Framingham,MA,01701,Wal-Mart,42.298625,-71.399491
2903,Wed May 17 00:00:00 -0400 2000,,,25,017,66-4 PARKHURST RD,Chelmsford,MA,01824,Wal-Mart,42.620999,-71.359792
2904,Wed Jul 19 00:00:00 -0400 2000,,,25,023,700 OAK STREET,Brockton,MA,02301,Wal-Mart,42.101133,-71.05763
2905,Wed Jan 24 00:00:00 -0500 2001,,,36,087,250 RT 59,Airmont,NY,10901,Wal-Mart,41.11239,-74.136472
2906,Wed Jan 24 00:00:00 -0500 2001,,,36,103,765 OLD COUNTRY ROAD,Riverhead,NY,11901,Wal-Mart,40.934459,-72.667641
2908,Wed Sep 20 00:00:00 -0400 2000,Wed Sep 20 00:00:00 -0400 2000,1,37,123,201 MONTGOMERY CROSSING,Biscoe,NC,27209,Supercenter,35.358286,-79.79801
2909,Wed Apr 17 00:00:00 -0400 2002,Wed Apr 17 00:00:00 -0400 2002,0,42,049,961 RT 6,Corry,PA,16407,Supercenter,41.932369,-79.611087
2910,Wed Mar 19 00:00:00 -0500 2003,Wed Mar 19 00:00:00 -0500 2003,0,39,029,2875 EAST STATE STREET,Salem,OH,44460,Supercenter,40.900935,-80.821923
2911,Wed Aug 14 00:00:00 -0400 2002,Wed Aug 14 00:00:00 -0400 2002,0,36,075,3018 EAST AVENUE,Central Square,NY,13036,Supercenter,43.286597,-76.126728
2912,Wed Jan 24 00:00:00 -0500 2001,,,26,163,7555 TELEGRAPH ROAD,Taylor,MI,48180,Wal-Mart,42.251613,-83.270153
2913,Wed Jan 24 00:00:00 -0500 2001,Wed Jan 24 00:00:00 -0500 2001,1,22,089,13001 HWY 90,Boutte,LA,70039,Supercenter,29.90089,-90.388046
2914,Wed Jul 19 00:00:00 -0400 2000,Wed Jul 19 00:00:00 -0400 2000,1,39,151,1 MASSILLON MARKET PLACE DR,Massillon,OH,44646,Supercenter,40.556141,-81.914892
2915,Wed Jan 22 00:00:00 -0500 2003,,,36,103,3990 NESCONSET HIGHWAY,South Setauket,NY,11733,Wal-Mart,40.899432,-73.080362
2916,Wed Jan 23 00:00:00 -0500 2002,,,36,059,2465 HEMPSTEAD TURNPIKE,East Meadow,NY,11554,Wal-Mart,40.724608,-73.544496
2917,Wed Jan 22 00:00:00 -0500 2003,,,36,103,1850 VETERANS MEMORIAL HWY,Islandia,NY,11749,Wal-Mart,40.950969,-73.083665
2920,Wed Apr 18 00:00:00 -0400 2001,Wed Apr 18 00:00:00 -0400 2001,0,12,019,1505 COUNTY ROAD 220,Orange Park,FL,32003,Supercenter,30.15889,-83.558849
2921,Wed Feb 28 00:00:00 -0500 2001,Wed Feb 28 00:00:00 -0500 2001,1,49,057,534 HARRISVILLE ROAD,Ogden,UT,84404,Supercenter,41.259181,-111.969644
2922,Wed Oct 25 00:00:00 -0400 2000,Wed Oct 25 00:00:00 -0400 2000,1,04,019,7635 NO. LA CHOLLA BLVD,Tucson,AZ,85741,Supercenter,32.223145,-110.789752
2923,Wed Jan 24 00:00:00 -0500 2001,Wed Jan 24 00:00:00 -0500 2001,1,30,111,1649 MAIN STREET,Billings,MT,59105,Supercenter,45.829168,-108.470847
2924,Wed May 15 00:00:00 -0400 2002,Wed May 15 00:00:00 -0400 2002,0,35,001,2550 COORS BLDV. NW,Albuquerque (W),NM,87120,Supercenter,35.173905,-106.672469
2925,Wed Jan 24 00:00:00 -0500 2001,,,06,055,681 LINCOLN AVENUE,Napa,CA,94558,Wal-Mart,38.310229,-122.284516
2926,Wed Oct 25 00:00:00 -0400 2000,Wed Oct 25 00:00:00 -0400 2000,1,48,085,6000 COIT RD,Plano (C),TX,75023,Supercenter,33.054232,-96.770384
2927,Wed Jan 24 00:00:00 -0500 2001,Wed Sep 21 00:00:00 -0400 2005,1,41,051,23500 N.E. SANDY BLVD,Wood Village,OR,97060,Supercenter,45.530837,-122.384266
2928,Wed Oct 11 00:00:00 -0400 2000,Wed Oct 11 00:00:00 -0400 2000,1,45,015,605 ST. JAMES AVENUE,Goose Creek,SC,29445,Supercenter,33.034338,-80.03453
2929,Wed Feb 28 00:00:00 -0500 2001,Wed Feb 28 00:00:00 -0500 2001,1,37,051,3030 NORTH MAIN,Hope Mills,NC,28348,Supercenter,34.984157,-78.964498
2931,Wed Jul 19 00:00:00 -0400 2000,Wed Jul 19 00:00:00 -0400 2000,1,24,045,409 N. FRUITLAND,Fruitland,MD,21804,Supercenter,38.307348,-75.553287
2932,Wed Jan 24 00:00:00 -0500 2001,Wed Jan 24 00:00:00 -0500 2001,1,47,093,10900 PARKSIDE DRIVE,Knoxville,TN,37922,Supercenter,35.907149,-84.132821
2933,Wed Aug 16 00:00:00 -0400 2000,Wed Aug 16 00:00:00 -0400 2000,1,54,055,201 GREASY RIDGE ROAD,Princeton,WV,24740,Supercenter,37.354904,-81.051698
2934,Wed Oct 25 00:00:00 -0400 2000,Wed Oct 25 00:00:00 -0400 2000,1,17,045,15150 US HWY 150,Paris,IL,61944,Supercenter,,
2935,Wed Aug 16 00:00:00 -0400 2000,Wed Aug 16 00:00:00 -0400 2000,1,19,125,814 WEST BELL AVENUE,Knoxville,IA,50138,Supercenter,42.023879,-92.90024
2936,Wed Jan 23 00:00:00 -0500 2002,,,55,079,8700 NORTH SERVITE DRIVE,Milwaukee (N),WI,53223,Wal-Mart,43.175898,-88.010509
2937,Wed Feb 28 00:00:00 -0500 2001,Wed Feb 28 00:00:00 -0500 2001,1,27,137,12080 HWY 169,Hibbing,MN,55746,Supercenter,47.400121,-92.962458
2938,Wed Sep 20 00:00:00 -0400 2000,Wed Sep 20 00:00:00 -0400 2000,1,22,055,2428 WEST PINHOOK ROAD,Lafayette,LA,70508,Supercenter,30.181331,-92.005336
2939,Wed Jan 24 00:00:00 -0500 2001,Wed Jan 24 00:00:00 -0500 2001,1,28,121,200 MARKETPLACE DRIVE,Richland,MS,39218,Supercenter,32.239037,-90.158421
2941,Wed Jan 23 00:00:00 -0500 2002,Wed Jan 23 00:00:00 -0500 2002,0,13,121,5200 WINDWARD PARKWAY,Alpharetta,GA,30004,Supercenter,34.088385,-84.272179
2945,Wed May 15 00:00:00 -0400 2002,Wed May 15 00:00:00 -0400 2002,0,42,029,100 COMMONS DRIVE,Parkesburg,PA,19365,Supercenter,39.981722,-75.932155
2947,Wed Mar 14 00:00:00 -0500 2001,,,53,011,9000 N.E. HWY 99,Vancouver,WA,98665,Wal-Mart,45.661899,-122.665132
2948,Wed Sep 18 00:00:00 -0400 2002,,,06,037,13310 TELEGRAPH ROAD,Santa Fe Springs,CA,90670,Wal-Mart,33.94147,-118.048386
2949,Wed Oct 30 00:00:00 -0500 2002,,,06,037,151 EAST 5TH STREET,Long Beach,CA,90802,Wal-Mart,33.772938,-118.191753
2950,Wed Jan 23 00:00:00 -0500 2002,,,06,037,37140 47TH STREET EAST,Palmdale (E),CA,93552,Wal-Mart,34.558062,-118.045253
2951,Wed Jan 23 00:00:00 -0500 2002,,,06,037,1731 EAST AVENUE J,Lancaster (E),CA,93535,Wal-Mart,34.689568,-118.100052
2952,Wed Jan 24 00:00:00 -0500 2001,,,06,065,41200 MURRIETA HOT SPRINGS RD,Murieta,CA,92562,Wal-Mart,33.554176,-117.19399
2953,Wed Oct 24 00:00:00 -0400 2001,,,25,005,262 SWANSEA MALL DRIVE,Swansea,MA,02777,Wal-Mart,41.755849,-71.215558
2954,Wed Oct 25 00:00:00 -0400 2000,,,09,001,650 MAIN AVENUE,Norwalk,CT,06851,Wal-Mart,41.156726,-73.422693
2955,Wed Sep 18 00:00:00 -0400 2002,Wed Sep 18 00:00:00 -0400 2002,0,29,095,1701 WEST 133RD STREET,Kansas City (S),MO,64145,Supercenter,38.886094,-94.589729
2956,Wed Sep 15 00:00:00 -0400 2004,,,17,197,1401 ILLINOIS ROUTE 59,Joliet (N),IL,60431,Wal-Mart,41.508126,-88.198163
2957,Wed Feb 28 00:00:00 -0500 2001,Wed Feb 28 00:00:00 -0500 2001,1,27,005,1583 HWY 10 WEST,Detroit Lakes,MN,56501,Supercenter,46.828111,-95.873622
2958,Wed May 16 00:00:00 -0400 2001,Wed May 16 00:00:00 -0400 2001,0,55,015,3701 EAST CALUMET ST.,Appleton (E),WI,54915,Supercenter,44.243707,-88.353552
2959,Wed Jul 18 00:00:00 -0400 2001,,,26,099,28804 GRATIOT AVENUE,Roseville,MI,48066,Wal-Mart,,
2960,Wed Jan 22 00:00:00 -0500 2003,,,06,037,4101 SOUTH CRENSHAW BLVD,Los Angeles(Baldwin),CA,90008,Wal-Mart,34.011683,-118.335096
2962,Wed Aug 14 00:00:00 -0400 2002,Wed Aug 14 00:00:00 -0400 2002,0,12,011,2300 WEST ATLANTIC BLVD,Pompano Beach (W),FL,33069,Supercenter,26.231392,-80.153724
2963,Wed Oct 24 00:00:00 -0400 2001,Wed Oct 24 00:00:00 -0400 2001,1,12,011,6001 CORAL RIDGE DRIVE,Coral Springs (W),FL,33076,Supercenter,26.306343,-80.278886
2965,Wed Sep 19 00:00:00 -0400 2001,,,09,003,3164 BERLIN TURNPIKE,Newington,CT,06111,Wal-Mart,41.662355,-72.72173
2966,Wed Oct 27 00:00:00 -0400 2004,Wed Oct 27 00:00:00 -0400 2004,0,39,103,222 SMOKERISE DRIVE,Wadsworth,OH,44281,Supercenter,41.052332,-81.733792
2967,Wed Sep 15 00:00:00 -0400 2004,Wed Sep 15 00:00:00 -0400 2004,0,21,117,3450 VALLEY PLAZA PARKWAY,Fort Wright,KY,41017,Supercenter,39.046983,-84.532961
2968,Wed Jan 24 00:00:00 -0500 2001,Wed Jan 24 00:00:00 -0500 2001,1,21,041,200 FLOYD DRIVE,Carrollton,KY,41008,Supercenter,38.667699,-85.123029
2978,Wed Feb 28 00:00:00 -0500 2001,Wed Feb 28 00:00:00 -0500 2001,1,48,439,7451 MCCART AVENUE,Fort Worth (S),TX,76133,Supercenter,32.635413,-97.369866
2980,Wed May 19 00:00:00 -0400 2004,Wed May 19 00:00:00 -0400 2004,0,48,439,8520 NORTH BEACH STREET,Forth Worth,TX,76137,Supercenter,32.890752,-97.289677
2985,Wed Jan 23 00:00:00 -0500 2002,,,06,019,7065 NORTH INGRAM AVENUE,Fresno (N),CA,93650,Wal-Mart,36.838634,-119.801871
2986,Wed Mar 17 00:00:00 -0500 2004,Wed Mar 17 00:00:00 -0500 2004,0,55,139,1155 WINNECONNE AVENUE,Neenah,WI,54956,Supercenter,44.175062,-88.492232
2988,Wed Oct 11 00:00:00 -0400 2000,Wed Oct 11 00:00:00 -0400 2000,1,13,295,2625 NO. HWY 27,LaFayette,GA,30728,Supercenter,34.736649,-85.272826
2989,Wed Aug 24 00:00:00 -0400 2005,,,06,001,44009 OSGOOD ROAD,Fremont,CA,94539,Wal-Mart,37.512902,-121.942137
2990,Wed Mar 14 00:00:00 -0500 2001,Wed Mar 14 00:00:00 -0500 2001,0,46,035,1101 EAST SPRUCE ST.,Mitchell,SD,57301,Supercenter,,
2991,Wed Oct 24 00:00:00 -0400 2001,Wed Oct 24 00:00:00 -0400 2001,1,48,491,201 WALTON WAY,Cedar Park,TX,78613,Supercenter,30.494032,-97.628724
2992,Wed Sep 19 00:00:00 -0400 2001,Wed Sep 19 00:00:00 -0400 2001,1,36,101,9951 CHATFIELD PLACE,Corning,NY,14870,Supercenter,42.14984,-77.127331
2993,Wed Feb 28 00:00:00 -0500 2001,Wed Feb 28 00:00:00 -0500 2001,1,48,157,345 HWY 6,Sugar Land,TX,77478,Supercenter,29.606341,-95.639051
2994,Wed Mar 14 00:00:00 -0500 2001,Wed Mar 14 00:00:00 -0500 2001,0,29,021,3022 SOUTH BELT HWY,St. Joseph (S),MO,64503,Supercenter,39.739523,-94.801165
2996,Wed Mar 14 00:00:00 -0500 2001,Wed Mar 14 00:00:00 -0500 2001,0,48,121,18121 MARSH LANE,Dallas (NW),TX,75287,Supercenter,32.99696,-96.855651
3200,Wed Jan 24 00:00:00 -0500 2001,,,25,021,740 MIDDLE STREET,Weymouth,MA,02188,Wal-Mart,42.200423,-70.945978
3201,Wed Mar 14 00:00:00 -0500 2001,Wed Mar 14 00:00:00 -0500 2001,0,13,151,135 WILLOW LANE,McDonough,GA,30253,Supercenter,33.431715,-84.178732
3205,Wed Mar 14 00:00:00 -0500 2001,Wed Mar 14 00:00:00 -0500 2001,0,13,097,1100 THORNTON ROAD,Lithia Springs,GA,30122,Supercenter,33.779325,-84.606816
3206,Wed Aug 14 00:00:00 -0400 2002,Wed Aug 14 00:00:00 -0400 2002,0,39,003,2400 HARDING HIGHWAY,Lima,OH,45804,Supercenter,40.730752,-84.061336
3207,Wed Jan 21 00:00:00 -0500 2004,Wed Jan 21 00:00:00 -0500 2004,0,12,117,1601 RINEHART ROAD,Sanford,FL,32771,Supercenter,28.795115,-81.335481
3208,Wed Apr 18 00:00:00 -0400 2001,Wed Apr 18 00:00:00 -0400 2001,0,49,049,660 SOUTH 1750 WEST,Springville,UT,84663,Supercenter,40.161287,-111.642306
3209,Wed Jan 24 00:00:00 -0500 2001,Wed Nov 02 00:00:00 -0500 2005,1,27,141,18185 ZANE STREET,Elk River,MN,55330,Supercenter,45.286746,-93.552105
3210,Wed Oct 24 00:00:00 -0400 2001,Wed Oct 24 00:00:00 -0400 2001,1,17,167,2760 NO. DIRKSEN PKWY,Springfield (NE),IL,62702,Supercenter,39.802666,-89.60597
3213,Wed Jan 24 00:00:00 -0500 2001,Wed Jan 24 00:00:00 -0500 2001,1,48,339,3040 COLLEGE PARK DRIVE,The Woodlands (N),TX,77384,Supercenter,30.207459,-95.457997
3214,Wed Jan 24 00:00:00 -0500 2001,Wed Jan 24 00:00:00 -0500 2001,1,51,800,6259 COLLEGE DRIVE,Suffolk (N),VA,23435,Supercenter,36.881486,-76.425322
3216,Wed May 16 00:00:00 -0400 2001,Wed May 16 00:00:00 -0400 2001,0,51,810,1149 NIMMO PARKWAY,Virginia Beach (SE),VA,23456,Supercenter,36.811838,-76.090274
3217,Wed May 16 00:00:00 -0400 2001,Wed May 16 00:00:00 -0400 2001,0,53,001,1860 EAST MAIN ST.,Othello,WA,99344,Supercenter,46.826222,-119.153005
3218,Wed Jan 23 00:00:00 -0500 2002,,,53,053,20307 MOUNTAIN HWY EAST,Spanaway,WA,98387,Wal-Mart,47.072614,-122.420626
3219,Wed Jan 22 00:00:00 -0500 2003,Wed Jan 22 00:00:00 -0500 2003,0,51,199,731 EAST ROCHAMBEAU ROAD,Williamsburg,VA,23188,Supercenter,37.349994,-76.736188
3220,Wed Jan 23 00:00:00 -0500 2002,Wed Jan 23 00:00:00 -0500 2002,0,49,053,2610 SOUTH PIONEER ROAD,St. George (S),UT,84790,Supercenter,37.051282,-113.589148
3221,Wed Mar 19 00:00:00 -0500 2003,Wed Mar 19 00:00:00 -0500 2003,0,36,097,515 EAST 4TH STREET,Watkins Glen,NY,14891,Supercenter,42.382457,-76.867053
3222,Wed Aug 25 00:00:00 -0400 2004,Wed Aug 25 00:00:00 -0400 2004,0,45,077,1286 EIGHTEEN MILE ROAD,Clemson,SC,29630,Supercenter,34.708321,-82.760587
3223,Wed Jul 17 00:00:00 -0400 2002,Wed Jul 17 00:00:00 -0400 2002,0,42,007,#100 CHIPPEWA TOWN CENTRE,Chippewa,PA,15010,Supercenter,40.763003,-80.347335
3224,Wed Feb 28 00:00:00 -0500 2001,Wed Feb 28 00:00:00 -0500 2001,1,48,113,555 WEST I-30,Garland (SE),TX,75043,Supercenter,32.839928,-96.596879
3225,Wed Mar 14 00:00:00 -0500 2001,Wed Mar 14 00:00:00 -0500 2001,0,48,113,2501 LAKEVIEW PKWY,Rowlett,TX,75089,Supercenter,32.9133,-96.526192
3226,Wed Mar 14 00:00:00 -0500 2001,Wed Mar 14 00:00:00 -0500 2001,0,48,201,25108 MARKET PLACE DRIVE,Houston (Katy Mills),TX,77494,Supercenter,29.782111,-95.806137
3228,Wed Sep 17 00:00:00 -0400 2003,Wed Sep 17 00:00:00 -0400 2003,0,42,129,6700 HOLLYWOOD BLVD,Delmont,PA,15626,Supercenter,40.434173,-79.670186
3229,Wed Jan 24 00:00:00 -0500 2001,Wed Jan 24 00:00:00 -0500 2001,1,48,487,3800 HWY 287 WEST,Vernon,TX,76384,Supercenter,34.161291,-99.308734
3230,Wed Mar 14 00:00:00 -0500 2001,Wed Mar 14 00:00:00 -0500 2001,0,05,125,400 BRYANT AVENUE,Bryant,AR,72022,Supercenter,34.622347,-92.49609
3231,Wed Mar 19 00:00:00 -0500 2003,Wed Mar 19 00:00:00 -0500 2003,0,05,131,551 LIBERTY DRIVE,Greenwood,AR,72936,Supercenter,35.463612,-94.341831
3232,Wed Jan 23 00:00:00 -0500 2002,Wed Jan 23 00:00:00 -0500 2002,0,49,035,7671 SOUTH 3800 WEST,West Jordan,UT,84084,Supercenter,40.609444,-111.981428
3233,Wed Feb 20 00:00:00 -0500 2002,Wed Feb 20 00:00:00 -0500 2002,0,27,007,2025 PAUL BUNYAN DRIVE N.W.,Bemidji,MN,56601,Supercenter,47.464286,-94.870206
3234,Wed Feb 20 00:00:00 -0500 2002,Wed Feb 20 00:00:00 -0500 2002,0,47,073,4331 HIGHWAY 66,Rogersville,TN,37857,Supercenter,36.40123,-83.02226
3235,Wed Sep 14 00:00:00 -0400 2005,Wed Sep 14 00:00:00 -0400 2005,0,12,086,1425 NORTHEAST 163RD STREET,North Miami Beach,FL,33162,Supercenter,25.925547,-80.172626
3237,Wed Oct 16 00:00:00 -0400 2002,Wed Oct 16 00:00:00 -0400 2002,0,46,099,5521 E ARROWHEAD PARKWAY,Sioux Falls (E),SD,57110,Supercenter,43.509414,-96.701161
3239,Wed Jan 23 00:00:00 -0500 2002,,,41,039,2659 OLYMPIC STREET,Springfield,OR,97477,Wal-Mart,44.059658,-122.98929
3241,Wed Jan 22 00:00:00 -0500 2003,Wed Jan 22 00:00:00 -0500 2003,0,04,013,18551 NO. 83RD AVENUE,Glendale,AZ,85308,Supercenter,33.652637,-112.237676
3243,Wed Sep 18 00:00:00 -0400 2002,Wed Sep 18 00:00:00 -0400 2002,0,51,161,4524 CHALLENGER AVENUE,Roanoke,VA,24012,Supercenter,37.321137,-79.873471
3245,Wed Feb 20 00:00:00 -0500 2002,Wed Feb 20 00:00:00 -0500 2002,0,55,113,15594 STATE HIGHWAY 77,Hayward,WI,54843,Supercenter,46.013951,-91.436106
3247,Wed Jan 22 00:00:00 -0500 2003,Wed Jan 22 00:00:00 -0500 2003,0,55,127,1819 EAST GENEVA STREET,Delavan,WI,53115,Supercenter,42.627629,-88.625632
3248,Wed May 15 00:00:00 -0400 2002,,,06,059,1340 SOUTH BEACH BLVD,La Habra,CA,90631,Wal-Mart,33.915066,-117.969808
3250,Wed Jan 22 00:00:00 -0500 2003,,,39,055,7235 MARKET PLACE DRIVE,Bainbridge,OH,44023,Wal-Mart,41.688078,-81.339272
3251,Wed Jul 18 00:00:00 -0400 2001,Wed Jul 18 00:00:00 -0400 2001,0,39,047,1397 LEESBURG AVENUE,Washington,OH,43160,Supercenter,39.52373,-83.460011
3252,Wed Jan 24 00:00:00 -0500 2001,,,42,045,605 CONCHESTER HWY,Boothwyn,PA,19061,Wal-Mart,39.849971,-75.448168
3253,Wed Aug 22 00:00:00 -0400 2001,Wed Aug 22 00:00:00 -0400 2001,0,42,049,108 WASHINGTON TOWNE BLVD,Edinboro,PA,16412,Supercenter,41.87827,-80.139771
3254,Wed Jan 21 00:00:00 -0500 2004,Wed Jan 21 00:00:00 -0500 2004,0,32,031,5260 WEST 7TH STREET,Reno,NV,89523,Supercenter,39.538218,-119.869789
3255,Wed Aug 15 00:00:00 -0400 2001,Wed Aug 15 00:00:00 -0400 2001,0,17,019,505 SO. DUNLAP AVENUE,Savoy,IL,61874,Supercenter,40.053121,-88.2516
3258,Wed May 15 00:00:00 -0400 2002,Wed Nov 02 00:00:00 -0500 2005,1,41,039,4550 WEST 11TH AVENUE,Eugene (W),OR,97402,Supercenter,44.048138,-123.173912
3259,Wed Aug 22 00:00:00 -0400 2001,Wed Aug 22 00:00:00 -0400 2001,0,30,063,3555 MULLAN ROAD,Missoula (2),MT,59808,Supercenter,46.885645,-114.044655
3260,Wed Aug 22 00:00:00 -0400 2001,Wed Aug 22 00:00:00 -0400 2001,0,53,025,1399 S.E. BLVD,Ephrata,WA,98823,Supercenter,47.321607,-119.543115
3261,Wed Oct 24 00:00:00 -0400 2001,Wed Sep 21 00:00:00 -0400 2005,1,53,005,2801 DUPORTAIL STREET,Richland,WA,99352,Supercenter,46.265971,-119.304452
3262,Wed Oct 24 00:00:00 -0400 2001,Wed Oct 24 00:00:00 -0400 2001,1,39,059,61205 SOUTHGATE PKWY,Cambridge,OH,43725,Supercenter,39.987715,-81.573945
3265,Wed Jul 17 00:00:00 -0400 2002,Wed Jul 17 00:00:00 -0400 2002,0,51,199,2601 GEO. WASHINGTON MEM. HWY,Tabb,VA,23693,Supercenter,37.027952,-76.341152
3266,Wed May 04 00:00:00 -0400 2005,,,34,021,839 ROUTE 130 NORTH,East Windsor,NJ,08520,Wal-Mart,40.256615,-74.551385
3267,Wed Apr 18 00:00:00 -0400 2001,Wed Apr 18 00:00:00 -0400 2001,0,31,055,18201 WRIGHT ST.,Omaha (W),NE,68130,Supercenter,41.233118,-96.198933
3268,Wed Jul 18 00:00:00 -0400 2001,Wed Jul 18 00:00:00 -0400 2001,0,55,067,200 HWY 64 EAST,Antigo,WI,54409,Supercenter,45.16223,-89.139534
3269,Wed Jun 19 00:00:00 -0400 2002,Wed Jun 19 00:00:00 -0400 2002,0,23,017,258 RIVER ROAD,Mexico,ME,04257,Supercenter,44.539549,-70.516659
3270,Wed Sep 19 00:00:00 -0400 2001,Wed Sep 19 00:00:00 -0400 2001,1,51,197,345 COMMONWEALTH DRIVE,Wytheville,VA,24382,Supercenter,36.708259,-80.847461
3271,Wed Jun 20 00:00:00 -0400 2001,Wed Jun 20 00:00:00 -0400 2001,0,01,117,5100 HIGHWAY 31,Calera,AL,35040,Supercenter,33.147504,-86.749182
3273,Wed Sep 17 00:00:00 -0400 2003,Wed Sep 17 00:00:00 -0400 2003,0,20,091,15700 METCALF AVENUE,Overland Park,KS,66223,Supercenter,38.844076,-94.667726
3274,Wed Aug 14 00:00:00 -0400 2002,Wed Aug 14 00:00:00 -0400 2002,1,48,439,9101 NORTH TARRANT PARKWAY,N.Richland Hills(N),TX,76180,Supercenter,32.904002,-97.188744
3276,Wed Aug 20 00:00:00 -0400 2003,,,06,071,4001 HALLMARK PARKWAY,San Bernardino,CA,92407,Wal-Mart,34.162107,-117.334029
3277,Wed Sep 19 00:00:00 -0400 2001,Wed Sep 19 00:00:00 -0400 2001,1,32,031,155 DAMONTE RANCH PKWY,Reno (Spring Valley),NV,89511,Supercenter,39.419831,-119.75424
