storenum,opendate,date_super,conversion,st,county,streetaddr,strcity,strstate,zipcode,type_store,latitude,longitude
159,Tue Mar 01 00:00:00 -0500 1977,Sun Mar 01 00:00:00 -0500 1998,1,29,019,415 CONLEY ROAD,Columbia,MO,65201,Supercenter,38.956096,-92.294135
160,Sat Jan 01 00:00:00 -0500 1977,Tue Mar 01 00:00:00 -0500 1994,1,05,135,219 HIGHWAY 412,Ashflat,AR,72513,Supercenter,36.25054,-91.618789
161,Sun May 01 00:00:00 -0400 1977,Wed Feb 20 00:00:00 -0500 2002,1,47,017,180 VETERANS DRIVE N,Huntingdon,TN,38344,Supercenter,36.001984,-88.446906
162,Wed Jun 01 00:00:00 -0400 1977,Sat Mar 01 00:00:00 -0500 1997,1,40,015,1201 WEST PETREE RD,Anadarko,OK,73005,Supercenter,35.057896,-98.244438
163,Tue Feb 01 00:00:00 -0500 1977,Mon Mar 01 00:00:00 -0500 1993,1,48,347,4810 NORTH STREET,Nacogdoches,TX,75965,Supercenter,31.649003,-94.655301
164,Tue Feb 01 00:00:00 -0500 1977,,,28,115,350 WAL-MART CIRCLE,Pontotoc,MS,38863,Wal-Mart,34.250798,-89.02213
165,Sun May 01 00:00:00 -0400 1977,Fri Mar 01 00:00:00 -0500 1996,1,48,401,2121 HWY 79 SOUTH,Henderson,TX,75654,Supercenter,32.159326,-94.784436
166,Tue Mar 01 00:00:00 -0500 1977,Wed Oct 30 00:00:00 -0500 2002,1,29,215,1433 SO. SAM HOUSTON BLVD,Houston,MO,65483,Supercenter,37.259569,-91.894033
167,Fri Apr 01 00:00:00 -0500 1977,Wed Jan 26 00:00:00 -0500 2005,1,05,003,910 UNITY ROAD,Crossett,AR,71635,Supercenter,33.136169,-91.952974
168,Tue Feb 07 00:00:00 -0500 1978,Wed Mar 01 00:00:00 -0500 2000,1,40,143,12101 E 96TH ST. N,Owasso,OK,74055,Supercenter,36.293026,-95.884116
169,Thu Sep 01 00:00:00 -0400 1977,,,05,085,1400 NORTH CENTER,Lonoke,AR,72086,Wal-Mart,34.795082,-91.895726
170,Sat Oct 01 00:00:00 -0400 1977,Wed Mar 01 00:00:00 -0500 1995,1,22,069,925 KEYSER AVE,Natchitoches,LA,71457,Supercenter,31.752704,-93.067716
171,Tue Nov 01 00:00:00 -0500 1977,,,05,103,1270 STATE HWY 4 BYPASS SW,Camden,AR,71701,Wal-Mart,33.585066,-92.853593
172,Fri Jul 01 00:00:00 -0400 1977,Tue Mar 01 00:00:00 -0500 1988,1,29,071,5886 HWY 100,Washington,MO,63090,Supercenter,38.546345,-91.030836
173,Sat Oct 01 00:00:00 -0400 1977,Wed May 21 00:00:00 -0400 2003,1,29,221,#1 MEMORIAL DRIVE,Potosi,MO,63664,Supercenter,37.985054,-90.046548
174,Tue Oct 15 00:00:00 -0400 1985,Wed Jan 26 00:00:00 -0500 2005,1,12,009,2700 CLEARLAKE ROAD,Rockledge,FL,32922,Supercenter,28.394482,-80.755079
175,Tue Nov 01 00:00:00 -0500 1977,Fri Mar 01 00:00:00 -0500 1996,1,47,157,560 WEST POPLAR AVE,Collierville,TN,38017,Supercenter,35.0459,-89.680555
176,Fri Jul 01 00:00:00 -0400 1977,,,28,139,822 CITY AVENUE SOUTH,Ripley,MS,38663,Wal-Mart,34.722679,-88.949519
177,Tue Nov 01 00:00:00 -0500 1977,Sat Mar 01 00:00:00 -0500 1997,1,47,079,1210 MINERAL WELL AV,Paris,TN,38242,Supercenter,36.283453,-88.307303
178,Tue Nov 01 00:00:00 -0500 1977,Sat Mar 01 00:00:00 -0500 1997,1,40,151,914 E OKLAHOMA BLVD,Alva,OK,73717,Supercenter,36.797537,-98.648058
179,Tue Feb 01 00:00:00 -0500 1977,Wed Mar 14 00:00:00 -0500 2001,1,29,077,3520 W SUNSHINE ST.,Springfield,MO,65807,Supercenter,37.182903,-93.350579
180,Tue Mar 14 00:00:00 -0500 1978,Tue Mar 01 00:00:00 -0500 1994,1,48,073,1311 SOUTH JACKSON,Jacksonville,TX,75766,Supercenter,31.953321,-95.264717
181,Tue Aug 08 00:00:00 -0400 1978,Wed May 18 00:00:00 -0400 2005,1,48,037,800 JAMES BOWIE DRIVE,New Boston,TX,75570,Supercenter,33.448665,-94.42351
182,Fri Jun 01 00:00:00 -0400 1979,Wed Jul 18 00:00:00 -0400 2001,1,28,151,1831 S DR MARTIN L. KING BLVD,Greenville,MS,38701,Supercenter,33.405817,-91.037917
183,Sat Oct 01 00:00:00 -0400 1977,Wed Aug 25 00:00:00 -0400 2004,1,28,159,159 HIGHWAY 15 SOUTH,Louisville,MS,39339,Supercenter,33.175272,-89.114342
184,Wed Feb 01 00:00:00 -0500 1978,Wed May 25 00:00:00 -0400 2005,1,29,095,600 N.E. CORONADO DRIVE,Blue Springs,MO,64014,Supercenter,39.038534,-94.255951
185,Wed Jul 21 00:00:00 -0400 1993,Fri Mar 01 00:00:00 -0500 2002,1,48,097,1800 LAWRENCE ST.,Gainesville,TX,76240,Supercenter,33.641145,-97.137213
186,Tue Nov 01 00:00:00 -0500 1977,Wed Oct 27 00:00:00 -0400 2004,1,20,015,301 SO. VILLAGE ROAD,El Dorado,KS,67042,Supercenter,37.882633,-96.849791
188,Fri Jul 01 00:00:00 -0400 1977,Tue Mar 01 00:00:00 -0500 1994,1,29,031,3439 WILLIAMS STREET,Cape Girardeau,MO,63701,Supercenter,37.831215,-89.884439
189,Fri Jul 01 00:00:00 -0400 1977,Mon Mar 01 00:00:00 -0500 1993,1,29,001,2206 NORTH BALTIMORE,Kirksville,MO,63501,Supercenter,40.214976,-92.582368
190,Fri Jul 01 00:00:00 -0400 1977,Wed Mar 01 00:00:00 -0500 1995,1,29,069,1500 EAST FIRST ST,Kennett,MO,63857,Supercenter,36.236614,-90.040789
192,Tue Sep 15 00:00:00 -0400 1981,Wed Mar 20 00:00:00 -0500 2002,1,47,119,2200 BROOKMEAD DRIVE,Columbia,TN,38401,Supercenter,35.596441,-87.053601
194,Tue Jan 22 00:00:00 -0500 1985,Wed Jul 18 00:00:00 -0400 2001,1,48,201,4900 GARTH ROAD,Baytown,TX,77520,Supercenter,29.749644,-94.977095
195,Fri Jul 01 00:00:00 -0400 1977,,,29,047,2203 PATSY LANE,Excelsior Springs,MO,64024,Wal-Mart,39.331554,-94.2633
196,Fri Jul 01 00:00:00 -0400 1977,Mon Mar 01 00:00:00 -0500 1993,1,17,077,1450 EAST MAIN,Carbondale,IL,62901,Supercenter,37.73534,-89.186425
197,Fri Jul 01 00:00:00 -0400 1977,Wed Aug 27 00:00:00 -0400 2003,1,17,109,1730 E JACKSON ROAD,Macomb,IL,61455,Supercenter,40.458596,-90.641222
198,Fri Jul 01 00:00:00 -0400 1977,Wed Apr 16 00:00:00 -0400 2003,1,17,121,1870 WEST MAIN ST.,Salem,IL,62881,Supercenter,38.622524,-88.987588
199,Fri Jul 01 00:00:00 -0400 1977,,,17,107,1501 WOODLAWN ROAD,Lincoln,IL,62656,Wal-Mart,40.157926,-89.397723
200,Fri Jul 01 00:00:00 -0400 1977,,,17,137,1205 W MORTON ROAD,Jacksonville,IL,62650,Wal-Mart,39.723223,-90.244319
201,Fri Jul 01 00:00:00 -0400 1977,,,17,163,120 CARLYLE PLAZA DRIVE,Belleville,IL,62221,Wal-Mart,38.514528,-89.954797
203,Tue Aug 29 00:00:00 -0400 1978,Sun Mar 01 00:00:00 -0500 1998,1,29,115,937 PARK CIRCLE DR,Brookfield,MO,64628,Supercenter,39.790852,-93.070888
204,Tue Feb 14 00:00:00 -0500 1978,,,21,033,500 US HWY 62 WEST,Princeton,KY,42445,Wal-Mart,37.110323,-87.885889
205,Tue Mar 28 00:00:00 -0500 1978,Tue Mar 01 00:00:00 -0500 1994,1,28,099,1002 BEACON STREET,Philadelphia,MS,39350,Supercenter,32.771188,-89.103355
206,Tue Mar 28 00:00:00 -0500 1978,Wed Jul 20 00:00:00 -0400 2005,1,48,085,2041 REDBUD BLVD,McKinney,TX,75069,Supercenter,33.222766,-96.627313
207,Tue Mar 21 00:00:00 -0500 1978,,,40,117,1004 NORTH BROADWAY,Cleveland,OK,74020,Wal-Mart,36.317854,-96.464213
208,Tue Apr 04 00:00:00 -0500 1978,,,20,021,2970 MILITARY AVENUE,Baxter Springs,KS,66713,Wal-Mart,37.006126,-94.739412
209,Thu Jun 01 00:00:00 -0400 1978,,,05,047,1516 NORTH 18TH STREET,Ozark,AR,72949,Wal-Mart,35.502268,-93.844736
210,Tue Jul 18 00:00:00 -0400 1978,,,40,063,500 EAST HIGHWAY 270,Holdenville,OK,74848,Wal-Mart,35.072406,-96.247637
211,Tue Sep 12 00:00:00 -0400 1978,Sun Mar 01 00:00:00 -0500 1998,1,48,217,401 COKE STREET,Hillsboro,TX,76645,Supercenter,32.007636,-97.0988
212,Tue Nov 01 00:00:00 -0500 1977,Mon Mar 01 00:00:00 -0500 1999,1,40,027,333 INTERSTATE DRIVE,Norman,OK,73069,Supercenter,35.220425,-97.48443
213,Tue May 16 00:00:00 -0400 1978,Mon Mar 01 00:00:00 -0500 1999,1,17,135,1205 WEST FERDON ST,Litchfield,IL,62056,Supercenter,39.182687,-89.667248
214,Tue Oct 10 00:00:00 -0400 1978,Tue Mar 01 00:00:00 -0500 1994,1,48,241,800 WEST GIBSON,Jasper,TX,75951,Supercenter,30.905547,-94.015091
215,Tue May 15 00:00:00 -0400 1979,,,28,097,620 SOUTH APPLEGATE ST,Winona,MS,38967,Wal-Mart,33.471565,-89.735503
216,Tue Mar 27 00:00:00 -0500 1979,,,17,199,2705 WALTON WAY,Marion,IL,62959,Wal-Mart,37.74193,-88.969827
217,Tue Sep 05 00:00:00 -0400 1978,Mon Mar 01 00:00:00 -0500 1999,1,48,121,801 WEST MAIN,Lewisville,TX,75067,Supercenter,33.045681,-97.012005
218,Tue Apr 10 00:00:00 -0500 1979,Sun Mar 01 00:00:00 -0500 1998,1,47,109,1017 MULBERRY AVENUE,Selmer,TN,38375,Supercenter,35.139496,-88.571497
219,Tue Oct 03 00:00:00 -0400 1978,Mon Mar 01 00:00:00 -0500 1993,1,29,159,3201 WEST BROADWAY,Sedalia,MO,65301,Supercenter,38.709207,-93.267125
220,Tue Oct 17 00:00:00 -0400 1978,Wed Mar 01 00:00:00 -0500 1995,1,48,251,951 SW WILSHIRE BLVD,Burleson,TX,76028,Supercenter,32.529497,-97.339667
221,Tue Oct 31 00:00:00 -0500 1978,Tue Mar 01 00:00:00 -0500 1994,1,40,017,1200 GARTH BROOKS BLVD,Yukon,OK,73099,Supercenter,35.49673,-97.760235
222,Tue Dec 05 00:00:00 -0500 1978,Fri Mar 01 00:00:00 -0500 1996,1,17,157,1410 N MARKET ST,Sparta,IL,62286,Supercenter,38.140855,-89.703527
224,Tue Jun 13 00:00:00 -0400 1978,Sat Mar 01 00:00:00 -0500 1997,1,17,081,110 DAVIDSON AVENUE,Mount Vernon,IL,62864,Supercenter,38.312227,-88.960256
225,Tue Oct 24 00:00:00 -0400 1978,,,40,099,2108 WEST BROADWAY,Sulphur,OK,73086,Wal-Mart,34.506304,-96.994754
226,Tue Oct 17 00:00:00 -0400 1978,Sat Mar 01 00:00:00 -0500 1997,1,48,067,201 US HWY 59 LOOP,Atlanta,TX,75551,Supercenter,33.113989,-94.182678
227,Tue Oct 10 00:00:00 -0400 1978,Wed Mar 01 00:00:00 -0500 1995,1,40,017,2400 SOUTH COUNTRY CLUB ROAD,El Reno,OK,73036,Supercenter,35.510946,-97.972644
228,Tue Sep 19 00:00:00 -0400 1978,Wed Mar 01 00:00:00 -0500 1995,1,48,251,1616 WEST HENDERSON,Cleburne,TX,76031,Supercenter,32.360272,-97.360422
229,Tue Oct 31 00:00:00 -0500 1978,Wed Sep 15 00:00:00 -0400 2004,1,05,111,512 INDUSTRIAL DRIVE,Trumann,AR,72472,Supercenter,35.690659,-90.536864
230,Tue Dec 05 00:00:00 -0500 1978,,,05,083,1501 EAST WALNUT STREET,Paris,AR,72855,Wal-Mart,35.291909,-93.71448
231,Tue Sep 19 00:00:00 -0400 1978,Wed Mar 01 00:00:00 -0500 1995,1,40,123,1419 N. COUNTRY CLUB RD.,Ada,OK,74820,Supercenter,34.781583,-96.645828
232,Tue Sep 19 00:00:00 -0400 1978,,,40,005,1901 SOUTH MISSISSIPPI,Atoka,OK,74525,Wal-Mart,34.370641,-96.137671
233,Tue Nov 21 00:00:00 -0500 1978,Sun Mar 01 00:00:00 -0500 1998,1,17,181,300 LEIGH AVE,Anna,IL,62906,Supercenter,37.463057,-89.222618
234,Tue Dec 05 00:00:00 -0500 1978,Mon Mar 01 00:00:00 -0500 2004,1,29,047,8301 NO. CHURCH ROAD,Liberty,MO,64158,Supercenter,39.22342,-94.471038
235,Tue Nov 28 00:00:00 -0500 1978,,,05,021,1900 WEST MAIN,Corning,AR,72422,Wal-Mart,36.411387,-90.595304
236,Thu Feb 01 00:00:00 -0500 1979,Sun Mar 01 00:00:00 -0500 1998,1,48,225,1225 E LOOP 304,Crockett,TX,75835,Supercenter,31.316108,-95.436583
237,Tue Nov 14 00:00:00 -0500 1978,,,17,165,16 ARROWHEAD POINT SHPCNTR,Harrisburg,IL,62946,Wal-Mart,37.354718,-89.167463
238,Tue Feb 13 00:00:00 -0500 1979,Mon Mar 01 00:00:00 -0500 1999,1,47,055,1655 WEST COLLEGE STREET,Pulaski,TN,38478,Supercenter,35.204108,-87.060804
239,Tue Jul 31 00:00:00 -0400 1979,Sun Mar 01 00:00:00 -0500 1998,1,28,007,220 VETERAN MEM DR,Kosciusko,MS,39090,Supercenter,32.97513,-89.380071
240,Tue Jun 19 00:00:00 -0400 1979,Wed Mar 01 00:00:00 -0500 2000,1,48,231,2701 HWY 50,Commerce,TX,75428,Supercenter,33.257922,-95.90001
242,Tue Sep 18 00:00:00 -0400 1979,Sun Mar 01 00:00:00 -0500 1998,1,20,121,310 HEDGE LANE,Paola,KS,66071,Supercenter,38.694721,-94.843616
243,Wed Oct 15 00:00:00 -0400 1980,,,29,183,1971 WENTZVILLE PKWY,Wentzville,MO,63385,Wal-Mart,38.813636,-90.875475
244,Tue Jul 31 00:00:00 -0400 1979,Mon Mar 01 00:00:00 -0500 1999,1,22,127,5940 HWY 167 NORTH,Winnfield,LA,71483,Supercenter,31.936231,-92.653644
246,Tue Sep 18 00:00:00 -0400 1979,Wed Aug 24 00:00:00 -0400 2005,1,40,113,823 WEST ROGERS BLVD,Skiatook,OK,74070,Supercenter,36.368576,-96.010725
247,Tue Mar 13 00:00:00 -0500 1979,,,40,111,605 EAST MAIN,Henryetta,OK,74437,Wal-Mart,35.439822,-95.974971
248,Tue Aug 28 00:00:00 -0400 1979,Wed Mar 01 00:00:00 -0500 2000,1,48,293,1406 EAST MILAM,Mexia,TX,76667,Supercenter,31.685669,-96.457597
249,Tue Mar 06 00:00:00 -0500 1979,Wed Mar 01 00:00:00 -0500 2000,1,48,291,831 HWY 59 SOUTH,Cleveland,TX,77327,Supercenter,30.335157,-95.099342
250,Tue Mar 27 00:00:00 -0500 1979,Wed Oct 29 00:00:00 -0500 2003,1,29,015,103 WEST POLK ST,Warsaw,MO,65355,Supercenter,38.242914,-93.384076
251,Tue Jul 10 00:00:00 -0400 1979,Tue Mar 01 00:00:00 -0500 1994,1,48,499,135 NE LOOP 564,Mineola,TX,75773,Supercenter,32.688034,-95.482294
252,Tue Mar 18 00:00:00 -0500 1980,Mon Mar 01 00:00:00 -0500 1999,1,17,145,215 GRANT WAY,Du Quoin,IL,62832,Supercenter,38.02354,-89.238858
253,Tue Dec 30 00:00:00 -0500 1986,Sat Mar 01 00:00:00 -0500 1997,1,17,083,1316 SOUTH STATE STREET,Jerseyville,IL,62052,Supercenter,39.104947,-90.315406
254,Tue Nov 13 00:00:00 -0500 1979,Sun Mar 01 00:00:00 -0500 1998,1,17,159,1001 NORTH WEST,Olney,IL,62450,Supercenter,38.739478,-88.094511
256,Tue Aug 21 00:00:00 -0400 1979,,,17,119,400 JUNCTION DRIVE,Glen Carbon,IL,62034,Wal-Mart,38.777707,-89.958252
257,Tue Oct 30 00:00:00 -0500 1979,Mon Mar 01 00:00:00 -0500 1999,1,21,225,901 U.S. HWY 60 EAST,Morganfield,KY,42437,Supercenter,37.682787,-87.91782
258,Tue Feb 12 00:00:00 -0500 1980,Tue Mar 01 00:00:00 -0500 1994,1,28,081,3929 N GLOSTER STREET,Tupelo,MS,38804,Supercenter,34.314085,-88.706773
259,Tue Aug 28 00:00:00 -0400 1979,Fri Mar 01 00:00:00 -0500 1996,1,48,397,782 INTERSTATE 30,Rockwall,TX,75087,Supercenter,32.853534,-96.562685
260,Tue Jul 17 00:00:00 -0400 1979,Fri Mar 01 00:00:00 -0500 1996,1,48,139,1200 NO. HWY 77,Waxahachie,TX,75165,Supercenter,32.386291,-96.848818
261,Tue Dec 01 00:00:00 -0500 1981,Wed May 16 00:00:00 -0400 2001,1,05,051,4019 CENTRAL AVENUE,Hot Springs,AR,71913,Supercenter,34.455934,-93.063281
262,Tue Jul 31 00:00:00 -0400 1979,Wed Jan 28 00:00:00 -0500 2004,1,17,055,919 GIACONE DRIVE,Benton,IL,62812,Supercenter,37.993939,-88.935069
264,Tue Jun 26 00:00:00 -0400 1979,Mon Mar 01 00:00:00 -0500 1993,1,47,043,175 BEASLEY DRIVE,Dickson,TN,37055,Supercenter,36.062288,-87.380157
265,Tue Sep 25 00:00:00 -0400 1979,Sat Mar 01 00:00:00 -0500 1997,1,48,257,1900 WEST MOORE AVE,Terrell,TX,75160,Supercenter,32.737185,-96.303092
266,Tue Jun 24 00:00:00 -0400 1980,Wed Oct 29 00:00:00 -0500 2003,1,48,439,1601 WEST STATE HIGHWAY 114,Grapevine,TX,76051,Supercenter,32.931013,-97.095407
267,Thu May 01 00:00:00 -0400 1980,Mon Mar 01 00:00:00 -0500 1999,1,29,097,1212 SOUTH MADISON,Webb City,MO,64870,Supercenter,37.13358,-94.475182
268,Tue Oct 23 00:00:00 -0400 1979,Wed Oct 16 00:00:00 -0400 2002,1,47,071,175 J.I. BELL LANE,Savannah,TN,38372,Supercenter,35.202992,-88.235245
269,Mon Oct 29 00:00:00 -0500 1979,Sat Mar 01 00:00:00 -0500 1997,1,40,031,1002 NW SHERIDAN RD,Lawton,OK,73505,Supercenter,34.619294,-98.422383
270,Tue Aug 04 00:00:00 -0400 1981,,,22,027,906 WEST MAIN STREET,Homer,LA,71040,Wal-Mart,32.800239,-93.05554
271,Tue Aug 07 00:00:00 -0400 1979,Wed Aug 25 00:00:00 -0400 2004,1,48,337,8420 US HWY 287 NO.,Bowie,TX,76230,Supercenter,33.470038,-97.78748
272,Tue Aug 21 00:00:00 -0400 1979,Wed Mar 14 00:00:00 -0500 2001,1,47,187,3600 MALLORY LANE,Franklin,TN,37067,Supercenter,35.947623,-86.819722
273,Tue Jul 03 00:00:00 -0400 1979,Mon Mar 01 00:00:00 -0500 1999,1,28,057,100 INTERCHANGE DRIVE,Fulton,MS,38843,Supercenter,34.186772,-88.351989
274,Tue Aug 21 00:00:00 -0400 1979,,,28,141,1110 BATTLEGROUND DRIVE,Iuka,MS,38852,Wal-Mart,34.804522,-88.20244
275,Tue Oct 23 00:00:00 -0400 1979,Wed Mar 01 00:00:00 -0500 1995,1,48,373,1620 WEST CHURCH,Livingston,TX,77351,Supercenter,30.711104,-94.951247
276,Wed Feb 18 00:00:00 -0500 1981,,,40,061,OKLAHOMA HWY 9 EAST,Stigler,OK,74462,Wal-Mart,35.253884,-95.124472
277,Tue Mar 04 00:00:00 -0500 1980,Wed Mar 01 00:00:00 -0500 1995,1,40,027,501 SW 19TH STREET,Moore,OK,73160,Supercenter,35.31996,-97.493206
278,Tue Jun 30 00:00:00 -0400 1981,Sun Mar 01 00:00:00 -0500 1998,1,22,017,1645 EAST INDUSTRIAL,Shreveport,LA,71105,Supercenter,32.52245,-93.691677
279,Tue Feb 12 00:00:00 -0500 1980,Wed Mar 17 00:00:00 -0500 2004,1,05,133,926 E. COLLIN RAYE DR.,De Queen,AR,71832,Supercenter,34.047941,-94.413202
280,Tue Oct 30 00:00:00 -0500 1979,Wed Mar 23 00:00:00 -0500 2005,1,48,331,709 WEST HWY 79,Rockdale,TX,76567,Supercenter,30.652157,-97.008993
281,Tue Oct 30 00:00:00 -0500 1979,Sun Mar 01 00:00:00 -0500 1998,1,05,023,1500 HWY 25B NORTH,Heber Springs,AR,72543,Supercenter,35.507387,-92.029373
282,Tue Sep 30 00:00:00 -0400 1980,Mon Mar 01 00:00:00 -0500 1999,1,21,213,1550 NASHVILLE ROAD,Franklin,KY,42134,Supercenter,36.696825,-86.57136
283,Tue Feb 26 00:00:00 -0500 1980,,,48,361,795 TX AVE,Bridge City,TX,77611,Wal-Mart,30.022938,-93.838805
284,Tue Sep 25 00:00:00 -0400 1979,Sun Mar 01 00:00:00 -0500 1998,1,48,439,930 N WALNUT CREEK DRIVE,Mansfield,TX,76063,Supercenter,32.579046,-97.132479
285,Tue Sep 25 00:00:00 -0400 1979,Tue Mar 01 00:00:00 -0500 1994,1,48,471,141 INTER STATE 45 SOUTH,Huntsville,TX,77320,Supercenter,30.722199,-94.942365
286,Tue Dec 04 00:00:00 -0500 1979,Wed Oct 16 00:00:00 -0400 2002,1,48,139,700 EAST ENNIS AVE.,Ennis,TX,75119,Supercenter,32.330973,-96.620744
287,Tue Nov 27 00:00:00 -0500 1979,Tue Mar 01 00:00:00 -0500 1994,1,01,127,1801 HWY 78 EAST,Jasper,AL,35501,Supercenter,33.904134,-87.568571
288,Tue Oct 30 00:00:00 -0500 1979,Wed Jan 26 00:00:00 -0500 2005,1,48,457,115 COBB MILL ROAD,Woodville,TX,75979,Supercenter,30.766353,-94.426614
289,Tue Oct 30 00:00:00 -0500 1979,,,05,041,US 65 SOUTH,McGehee,AR,71654,Wal-Mart,33.61007,-91.38329
290,Tue Jul 01 00:00:00 -0400 1980,,,48,177,US 90A & ROBERTSON ST,Gonzales,TX,78629,Wal-Mart,29.515445,-97.460945
292,Tue Aug 12 00:00:00 -0400 1980,,,48,055,1703 SOUTH COLORADO STREET,Lockhart,TX,78644,Wal-Mart,29.863313,-97.668555
293,Wed May 28 00:00:00 -0400 1980,,,48,185,1712 EAST WASHINGTON,Navasota,TX,77868,Wal-Mart,30.397168,-96.070721
294,Tue Jul 29 00:00:00 -0400 1980,Sat Mar 01 00:00:00 -0500 1997,1,21,177,1725 WEST EVERELY BROTHERS BLV,Central City,KY,42330,Supercenter,37.288826,-87.105483
295,Tue Apr 01 00:00:00 -0500 1980,Wed Mar 01 00:00:00 -0500 1995,1,29,189,131 ERKA TWN CNTR DR,Eureka,MO,63025,Supercenter,38.506004,-90.656645
296,Thu Aug 28 00:00:00 -0400 1980,Wed Oct 26 00:00:00 -0400 2005,1,05,149,1172 NO. HWY 7,Dardanelle,AR,72834,Supercenter,35.230807,-93.16404
297,Tue Sep 01 00:00:00 -0400 1981,Wed Mar 01 00:00:00 -0500 2000,1,48,339,23561 US HWY 59,Porter,TX,77365,Supercenter,30.105493,-95.235631
298,Tue Aug 12 00:00:00 -0400 1980,Wed Mar 19 00:00:00 -0500 2003,1,01,095,1972 HWY 431,Boaz,AL,35957,Supercenter,34.214275,-86.156364
299,Tue Sep 30 00:00:00 -0400 1980,Wed Mar 01 00:00:00 -0500 1995,1,21,227,150 WALTON AVENUE,Bowling Green,KY,42104,Supercenter,36.951395,-86.43503
300,Tue Oct 14 00:00:00 -0400 1980,Wed Jan 26 00:00:00 -0500 2005,1,01,015,1625 PELHAM SOUTH,Jacksonville,AL,36265,Supercenter,33.782651,-85.761648
301,Tue Aug 12 00:00:00 -0400 1980,Wed Apr 13 00:00:00 -0400 2005,1,01,055,340 EAST MEIGHAN BLVD,Gadsden,AL,35903,Supercenter,34.009877,-85.988924
302,Tue Sep 30 00:00:00 -0400 1980,,,17,077,550 E. INDUSTRIAL PARK RD #11,Murphysboro,IL,62966,Wal-Mart,37.789031,-89.313314
303,Wed Sep 03 00:00:00 -0400 1980,Wed Aug 25 00:00:00 -0400 2004,1,28,093,950 MACKIE DRIVE,Holly Springs,MS,38635,Supercenter,34.622123,-89.958081
304,Tue Oct 23 00:00:00 -0400 1979,Wed Jul 17 00:00:00 -0400 2002,1,47,147,3360 TOM AUSTIN HWY,Springfield,TN,37172,Supercenter,36.482569,-86.886783
305,Tue Nov 20 00:00:00 -0500 1979,Mon Mar 01 00:00:00 -0500 1999,1,28,079,905 HWY 16 WEST,Carthage,MS,39051,Supercenter,32.7286,-89.546376
306,Tue Feb 26 00:00:00 -0500 1980,Wed Apr 16 00:00:00 -0400 2003,1,01,095,1450 NO. BRINDLEE MTN. PKWY,Arab,AL,35016,Supercenter,34.3158,-86.565334
307,Tue Nov 16 00:00:00 -0500 1982,Wed Mar 01 00:00:00 -0500 1995,1,22,073,1025 GLENWOOD DRIVE,West Monroe,LA,71291,Supercenter,32.501848,-92.150163
308,Tue Feb 10 00:00:00 -0500 1981,Wed Mar 14 00:00:00 -0500 2001,1,47,031,2518 HILLSBORO BLVD,Manchester,TN,37355,Supercenter,35.455293,-86.045845
309,Tue Oct 28 00:00:00 -0500 1980,Wed Mar 14 00:00:00 -0500 2001,1,22,113,3005 CHARITY ST,Abbeville,LA,70510,Supercenter,29.97034,-92.096269
310,Tue Sep 30 00:00:00 -0400 1980,Fri Mar 01 00:00:00 -0500 1996,1,22,001,729 ODDFELLOWS RD.,Crowley,LA,70526,Supercenter,30.2307,-92.364425
311,Mon Oct 13 00:00:00 -0400 1980,,,22,101,200 NORTHWEST BLVD,Franklin,LA,70538,Wal-Mart,29.812711,-91.513567
312,Tue Nov 18 00:00:00 -0500 1980,Wed Jul 20 00:00:00 -0400 2005,1,22,039,891 E LA SALLE ST,Ville Platte,LA,70586,Supercenter,30.69783,-92.277124
313,Tue Apr 07 00:00:00 -0500 1981,,,29,099,4550 GRAVOIS ROAD,House Springs,MO,63051,Wal-Mart,38.410447,-90.570608
314,Tue Nov 20 00:00:00 -0500 1979,Fri Mar 01 00:00:00 -0500 1996,1,47,103,1224 HUNTSVILLE WAY,Fayetteville,TN,37334,Supercenter,35.140415,-86.567999
315,Tue Oct 14 00:00:00 -0400 1980,Fri Mar 01 00:00:00 -0500 1996,1,01,009,2453 2ND AVENUE EAST,Oneonta,AL,35121,Supercenter,33.971239,-86.45029
316,Tue Nov 18 00:00:00 -0500 1980,Wed Aug 25 00:00:00 -0400 2004,1,01,055,973 GILBERT FERRY ROAD SE,Attalla,AL,35954,Supercenter,33.997147,-86.091264
317,Tue Sep 15 00:00:00 -0400 1981,Wed May 19 00:00:00 -0400 2004,1,17,051,201 NO. MATTES AVENUE,Vandalia,IL,62471,Supercenter,39.06167,-88.740381
318,Tue Apr 15 00:00:00 -0500 1980,Wed Mar 01 00:00:00 -0500 2000,1,05,019,109 W.P. MALONE DR,Arkadelphia,AR,71923,Supercenter,34.64201,-94.446312
319,Tue Jun 24 00:00:00 -0400 1980,Wed Mar 01 00:00:00 -0500 2000,1,29,037,2015 WEST FOXWOOD DR,Raymore,MO,64083,Supercenter,38.81278,-94.492649
320,Tue Oct 14 00:00:00 -0400 1980,,,48,145,TEXAS HWY 6 & 7 EAST BYPASS,Marlin,TX,76661,Wal-Mart,31.306295,-96.899313
321,Tue Nov 11 00:00:00 -0500 1980,Wed Mar 01 00:00:00 -0500 1995,1,48,477,203 US LOOP 290 WEST,Brenham,TX,77833,Supercenter,30.150335,-96.411065
322,Tue Jun 29 00:00:00 -0400 1982,Tue Mar 01 00:00:00 -0500 1994,1,48,041,2200 BRIARCREST DRVE,Bryan,TX,77802,Supercenter,30.658718,-96.332769
